general_red_level, vas_mean_redlvl, vas_mean_hue, vas_mean_sat, vas_mean_val, bulb_mean_redlvl, bulb_mean_hue, bulb_mean_sat, bulb_mean_val, vascular_area, expert_lvl
34.5053328503,0.16536040981,0.0539711450419,0.399966179152,0.669903239377,0.131504167423,0.0623063525913,0.355254200119,0.662144786626,0.11256013941,1.1
33.5051812375,0.163349376684,0.053864903544,0.402895327129,0.657054606958,0.127565258875,0.0624642645055,0.356796751658,0.641017241467,0.106963897867,1.1
34.2335777166,0.164858172978,0.0538978613374,0.402196679212,0.66412439112,0.130445446395,0.0622516744132,0.356737266467,0.653325709825,0.110536954257,1.1
31.3389915319,0.153291378878,0.0538673388109,0.407929119338,0.606058681681,0.119850868591,0.0629165846209,0.361200887407,0.598897720659,0.0911211399016,1.1
33.9989199312,0.164283071235,0.0536478849118,0.400744990581,0.66234615785,0.129612437678,0.0618111502591,0.357696737926,0.645740539081,0.107199082042,1.1
21.1298206379,0.111075694896,0.0423479083162,0.21667163182,0.710456952118,0.0810895491065,0.0513401330632,0.172769334682,0.723333189774,0.0591103846291,1.5
20.7472356527,0.110707487927,0.0419957478098,0.216193298018,0.709092562892,0.0795304506007,0.0516398229336,0.17110740053,0.719313641814,0.0587373913166,1.5
19.7023851178,0.106691588958,0.0421155212794,0.211191610587,0.698341026924,0.0755513740368,0.0521295718584,0.166742533835,0.706292773749,0.0550054433373,1.5
19.8568622128,0.107206933384,0.0422595584276,0.21190294276,0.700833222465,0.0761449848053,0.0524486409097,0.167528929861,0.711180878352,0.0555362160727,1.5
19.4615379488,0.105503857605,0.0423929138835,0.209741087587,0.697508673412,0.0746419822481,0.0524375606325,0.165588217792,0.705727526355,0.0543639812736,1.5
17.4083190356,0.0868814168109,0.0325175347036,0.147970828752,0.736398242444,0.0667985130507,0.0362374376686,0.121474986169,0.743435767392,0.0731669460483,1.5
17.1694360868,0.0845935679353,0.0340843576716,0.148838426541,0.71582179641,0.0659587171722,0.0364596702252,0.123638302417,0.724188582115,0.0736472083464,1.5
17.3527654822,0.0844197212171,0.0346335556081,0.149433821394,0.709544478955,0.0667838994188,0.0361966653551,0.126566329767,0.714531733353,0.0717948565234,1.5
17.1969378105,0.0839015305808,0.0350283990273,0.149411748713,0.706338144735,0.0661467253673,0.0364910130065,0.125660235123,0.713602571236,0.0727829127412,1.5
17.2245056892,0.084665618344,0.0344136108483,0.149245270865,0.713582345742,0.0661652781464,0.0366167767274,0.124277264687,0.722114513186,0.0746906799028,1.5
11.3123888724,0.0569649327006,0.0472610009543,0.118097481353,0.71904087397,0.0436379829111,0.0551836291573,0.0969892376926,0.729647788746,0.0543505005939,1.3
12.0543482835,0.0615077443927,0.0509284807448,0.122201438849,0.751996614473,0.0464058178117,0.0556954750735,0.0998564042618,0.75500610224,0.0573526984651,1.3
14.8529096798,0.0733476249318,0.045882691884,0.140465280096,0.764407317923,0.0572045312496,0.0531298310672,0.11759231192,0.77378997316,0.0645584667637,1.3
11.0905728107,0.0550539781798,0.0469214407193,0.117198906622,0.708731767169,0.0428636836067,0.0547664865961,0.0969650267705,0.726933100267,0.0515786377956,1.3
11.5360078662,0.0577125945982,0.0471466488105,0.119721708695,0.721654673583,0.0445195001416,0.0545212255131,0.098732770784,0.733686433916,0.0545547820374,1.3
40.4229906996,0.19987399042,0.0467755233031,0.373169476614,0.789609927312,0.151109637802,0.0570512613897,0.315037021426,0.794874175086,0.151994109531,2
40.9499896943,0.20117302106,0.0468643012761,0.371558651951,0.798942397472,0.15309687808,0.0570163111447,0.313205501568,0.808957687951,0.155821917808,2
39.2042291369,0.193223304288,0.047728364539,0.36306288379,0.791656365263,0.146948294993,0.0576914696025,0.309500793791,0.793344020974,0.146813153736,2
39.427496035,0.194678700631,0.0474255110597,0.366926083824,0.786755553456,0.147600322982,0.0574621647787,0.312089549563,0.787770404265,0.149055869767,2
39.373059564,0.194500935442,0.0476648362773,0.365819706652,0.78987879745,0.147432867792,0.0576207868941,0.311484261924,0.789605391255,0.148110761889,2
39.3191614895,0.178282111564,0.0337676581557,0.375057333629,0.635066589591,0.14786852133,0.0417324360379,0.335416521284,0.642233839276,0.207942198747,2
39.038431594,0.177526842723,0.0345551900158,0.372630428424,0.638850931311,0.146635555256,0.0427119545179,0.330802012442,0.647964121157,0.209001756723,2
38.6780399324,0.175970934917,0.0346456848993,0.369328990626,0.638534216576,0.145256507463,0.0428181414936,0.327250964082,0.648424886566,0.20909002836,2
38.3791769296,0.174598088876,0.0350654681751,0.368965480494,0.638087784517,0.144180774945,0.0432344518708,0.327945975319,0.646888896724,0.207967122396,2
38.6255995005,0.17538014671,0.0351740972111,0.372999366559,0.635786724046,0.145215710801,0.0432364461607,0.333113702284,0.64333952866,0.207437275986,2
35.5023257594,0.161077479768,0.0493540771898,0.430759214447,0.565277689797,0.135297424519,0.0573745625909,0.386905082212,0.581091884908,0.152341891559,2.3
36.035370819,0.160649935128,0.0476931866474,0.443873780314,0.545626862773,0.137955192623,0.0544488739099,0.407016121657,0.555338810089,0.148051340898,2.3
36.0413411917,0.161280231332,0.0474100258911,0.438948431086,0.549997675211,0.137844609659,0.054585316822,0.399541382946,0.562515331967,0.14908856689,2.3
36.2622077974,0.162469991869,0.0473124762734,0.444958011341,0.546769047272,0.138641769387,0.0546153524601,0.405071974256,0.559083578544,0.149527186761,2.3
36.1083240428,0.162041391138,0.0475202076294,0.434753328912,0.55662073756,0.137990187239,0.0548635740753,0.394239197267,0.570083973526,0.150141486991,2.3
54.9058945089,0.235901457592,0.0367059711924,0.600978067061,0.523326954937,0.212407615687,0.0433138464554,0.562581741042,0.537082823303,0.123845971751,3
55.2125241337,0.236332906557,0.0365086050171,0.602492289248,0.522376413872,0.21372875293,0.0429235823504,0.565659132855,0.535891906408,0.123470650636,3
55.4115227063,0.237176605912,0.0360910417787,0.605547389029,0.520124973883,0.214485893464,0.0424426632946,0.568814163268,0.53299627007,0.124024117238,3
54.9810146078,0.234717907764,0.0363093339193,0.602539308292,0.517507339825,0.21290350289,0.0426240315545,0.566571263346,0.531285131746,0.124152784219,3
55.6866287609,0.239013194554,0.0362595908733,0.606087367923,0.524809922459,0.215453029103,0.0428342002611,0.567598371236,0.538538469493,0.124188737995,3
48.134343941,0.232101228899,0.0355642349657,0.431853904415,0.706969273129,0.17695047285,0.0456730932903,0.354856041488,0.724994593734,0.214170413928,2.5
47.6200653609,0.227594246473,0.03530290353,0.43290783098,0.69154542659,0.175545811668,0.0451880340731,0.357871510984,0.711267815509,0.215175398276,2.5
46.217213516,0.221809065336,0.034986162,0.427758611648,0.680631503711,0.170273986378,0.0450481090959,0.35339907149,0.69965116172,0.212864487956,2.5
47.1996469741,0.226074871083,0.0350086944783,0.429205304328,0.690520393721,0.17391366713,0.0448631930367,0.355440013497,0.708561710424,0.214392821162,2.5
47.5273464421,0.228366348831,0.0352638004867,0.429446201046,0.697887190505,0.174877916101,0.0452718077906,0.354384326968,0.716024135277,0.215071447505,2.5
54.521840369,0.238793396331,0.0336504720723,0.534987728302,0.588744752162,0.207904911652,0.039441222551,0.495269560847,0.591689869457,0.191211291576,3.2
55.0812791319,0.2419269941,0.0335968002916,0.53601917624,0.595440828265,0.209813621787,0.0397085663166,0.492358544028,0.601067720571,0.192798014365,3.2
55.7593043103,0.245045126061,0.0330940279499,0.547792141529,0.589927801288,0.212522022077,0.0388368109773,0.507779541176,0.589740559276,0.188847792561,3.2
54.9328855888,0.241419533626,0.0334205977755,0.542438508031,0.589281415199,0.209495285506,0.0389684288517,0.50665453253,0.585472802643,0.185683158846,3.2
55.6355886112,0.244618684997,0.0333019762001,0.540422217668,0.5962851432,0.211883723811,0.039383387183,0.496483561199,0.600943659619,0.192303727528,3.2
94.3047162429,0.399724872062,0.0259597225395,0.557035262841,0.889129777213,0.36091100835,0.030231626033,0.53962833967,0.869670306543,0.229593434818,3.6
87.1299452165,0.375256182786,0.0275806365536,0.530976396421,0.885378479677,0.331570051722,0.0331669691283,0.499718011745,0.878069779362,0.231561085973,3.6
89.5209474623,0.385837887565,0.027757579012,0.53892914969,0.895031029033,0.34041486288,0.0334054128485,0.502508579495,0.891752895483,0.234411430355,3.6
88.9675297513,0.38246549592,0.0275160099574,0.537271909693,0.8905160096,0.338717721406,0.0330370375664,0.504829816994,0.884311830531,0.232573022089,3.6
87.2102233219,0.379230700743,0.0278870148545,0.526565203797,0.898678906963,0.33050305832,0.0343385210478,0.482525864992,0.90237398313,0.235960881348,3.6
44.1915150917,0.207310761883,0.0407804774428,0.533088334372,0.553957078021,0.165618154556,0.0516858480675,0.461083011331,0.575063847743,0.184251000838,3.3
45.6138808064,0.213339166607,0.0394290495677,0.551370886448,0.545981385081,0.17115678307,0.050162101349,0.479280047071,0.564498708692,0.183042783012,3.3
44.9435692115,0.209149664732,0.0398248058811,0.546112473024,0.543939363632,0.168881774117,0.0502958405147,0.474780635067,0.564047459902,0.182962573795,3.3
44.159768275,0.205519932905,0.0404024988991,0.541309199479,0.543693349486,0.165842088116,0.0509414160938,0.469706551011,0.56507181323,0.184825405355,3.3
44.1615327335,0.206344900036,0.0405006653681,0.539709673382,0.546777134028,0.165685480652,0.0512365194422,0.467416086897,0.568068929358,0.184385334803,3.3
